"","X.1","X","Year","Area","Street"
"1333",1333,1333,2011,"Birmingham","Temple Row"
"1334",1334,1334,2011,"Birmingham","Tennant St"
"1335",1335,1335,2011,"Birmingham","Terrace Str.  Handsworth"
"1336",1336,1336,2011,"Birmingham","Tesco Aston Lane"
"1337",1337,1337,2011,"Birmingham","Tesco Springhill"
"1338",1338,1338,2011,"Birmingham","The Parade Sutton Coldfield"
"1339",1339,1339,2011,"Birmingham","The Parade  Sutton Coldfield"
"1340",1340,1340,2011,"Birmingham","The Ramp  Corporation St  Birmingham"
"1341",1341,1341,2011,"Birmingham","The Ramp "
"1342",1342,1342,2011,"Birmingham","Thornhill Str.  Birmingham"
"1343",1343,1343,2011,"Birmingham","Thornhill Str.  Handsworth"
"1344",1344,1344,2011,"Birmingham","Thorpe St At Hurst St"
"1345",1345,1345,2011,"Birmingham","Thorpe Str."
"1346",1346,1346,2011,"Birmingham","Trocadero Public House O S"
"1347",1347,1347,2011,"Birmingham","Turners Pallets  Hayhole Str."
"1348",1348,1348,2011,"Birmingham","Upper Dean Str."
"1349",1349,1349,2011,"Birmingham","Upper Dean Str.  Birmingham"
"1350",1350,1350,2011,"Birmingham","Upper Dean Str.  Birmingham City Centre"
"1351",1351,1351,2011,"Birmingham","Upper Dean Str.  City Centre"
"1352",1352,1352,2011,"Birmingham","Upper Parade Sutton Coldfield"
"1353",1353,1353,2011,"Birmingham","Upper Parade Sutton Coldfield"
"1354",1354,1354,2011,"Birmingham","Victoria Square   Bham"
"1355",1355,1355,2011,"Birmingham","Victoria Square  City Centre "
"1356",1356,1356,2011,"Birmingham","Waiverley Park Handsworth"
"1357",1357,1357,2011,"Birmingham","Walkabout Bar Broad St"
"1358",1358,1358,2011,"Birmingham","Walkabout Ph  Broad St  Birmingham"
"1359",1359,1359,2011,"Birmingham","Walkabout Ph  Broad Str.  Birmingham"
"1360",1360,1360,2011,"Birmingham","Walkabout  Broad Str."
"1361",1361,1361,2011,"Birmingham","Walsall Str.   Great Barr"
"1362",1362,1362,2011,"Birmingham","Walsall Str.  Perry Barr"
"1363",1363,1363,2011,"Birmingham","Warf Str. Kings Norton"
"1364",1364,1364,2011,"Birmingham","Warwards Lane"
"1365",1365,1365,2011,"Birmingham","Washington Drive  Handsworth Wood"
"1366",1366,1366,2011,"Birmingham","Washington Str."
"1367",1367,1367,2011,"Birmingham","Waterloo Str.  Smethwick"
"1368",1368,1368,2011,"Birmingham","Waverhill Park  Handsworth"
"1369",1369,1369,2011,"Birmingham","Waverhill Str.  Handsworth"
"1370",1370,1370,2011,"Birmingham","Way Entrance Villa Ground"
"1371",1371,1371,2011,"Birmingham","Wellington Str."
"1372",1372,1372,2011,"Birmingham","Witton Arms"
"1373",1373,1373,2011,"Birmingham","Witton Str."
"1374",1374,1374,2011,"Birmingham","Witton Str."
"1375",1375,1375,2011,"Birmingham","Witton Str. Aston"
"1376",1376,1376,2011,"Birmingham","Wrottesley Str."
"1377",1377,1377,2011,"Coventry","Primrose Hill Coventry"
"1378",1378,1378,2011,"Coventry","Albany Str."
"1379",1379,1379,2011,"Coventry","Aldbourne Str."
"1380",1380,1380,2011,"Coventry","Aldermans Green Str."
"1381",1381,1381,2011,"Coventry","Allesley Old Str."
"1382",1382,1382,2011,"Coventry","Almond Tree Ave."
"1383",1383,1383,2011,"Coventry","Arbury Ave Coventry"
"1384",1384,1384,2011,"Coventry","Arena Carpark A444"
"1385",1385,1385,2011,"Coventry","Argyle St Coventry"
"1386",1386,1386,2011,"Coventry","Armstrong Ave. Stoke"
"1387",1387,1387,2011,"Coventry","Ashorne Close"
"1388",1388,1388,2011,"Coventry","Attoxhall Rd"
"1389",1389,1389,2011,"Coventry","Averley Str.   Daimler Green"
"1390",1390,1390,2011,"Coventry","Awson Str."
"1391",1391,1391,2011,"Coventry","Bandals Surgery  Foleshill Str."
"1392",1392,1392,2011,"Coventry","Bell Green Rd Junction A444"
"1393",1393,1393,2011,"Coventry","Bell Green Str.  Coventry"
"1394",1394,1394,2011,"Coventry","Bell Green Str.  Coventry"
"1395",1395,1395,2011,"Coventry","Binley Str."
"1396",1396,1396,2011,"Coventry","Binley Str."
"1397",1397,1397,2011,"Coventry","Binley Str."
"1398",1398,1398,2011,"Coventry","Binley Str."
"1399",1399,1399,2011,"Coventry","Bishop Str."
"1400",1400,1400,2011,"Coventry","Blackhorse Lane"
"1401",1401,1401,2011,"Coventry","Blythe Str."
"1402",1402,1402,2011,"Coventry","Bp Garage Ansty Str."
"1403",1403,1403,2011,"Coventry","Bramble St Coventry"
"1404",1404,1404,2011,"Coventry","Braod Park Str.  Coventry"
"1405",1405,1405,2011,"Coventry","Bredon Ave  Coventry"
"1406",1406,1406,2011,"Coventry","Broadgate"
"1407",1407,1407,2011,"Coventry","Bull Yard"
"1408",1408,1408,2011,"Coventry","Bushberry Ave."
"1409",1409,1409,2011,"Coventry","Butts Str. Coventry"
"1410",1410,1410,2011,"Coventry","Cashs Lane"
"1411",1411,1411,2011,"Coventry","Cauldon Str."
"1412",1412,1412,2011,"Coventry","Charter Ave"
"1413",1413,1413,2011,"Coventry","Charter Ave Coventry"
"1414",1414,1414,2011,"Coventry","Chester Str."
"1415",1415,1415,2011,"Coventry","Chesterton Str."
"1416",1416,1416,2011,"Coventry","Cheveral Ave  Coventry"
"1417",1417,1417,2011,"Coventry","Cliffbridge Str."
"1418",1418,1418,2011,"Coventry","Clifton St  Coventry "
"1419",1419,1419,2011,"Coventry","Coc Str."
"1420",1420,1420,2011,"Coventry","Communal Landing At George Poole House  Coventry"
"1421",1421,1421,2011,"Coventry","Compton Str."
"1422",1422,1422,2011,"Coventry","Concourse Near Mortimers"
"1423",1423,1423,2011,"Coventry","Cook St"
"1424",1424,1424,2011,"Coventry","Corporation St"
"1425",1425,1425,2011,"Coventry","Corporation St  Coventry "
"1426",1426,1426,2011,"Coventry","Corporation Str."
"1427",1427,1427,2011,"Coventry","Coundon Str."
"1428",1428,1428,2011,"Coventry","Coventry"
"1429",1429,1429,2011,"Coventry","Coventry Central Cells"
"1430",1430,1430,2011,"Coventry","Coventry Central Front Office"
"1431",1431,1431,2011,"Coventry","Coventry Central Pol Stn"
"1432",1432,1432,2011,"Coventry","Coventry Central Police Station"
"1433",1433,1433,2011,"Coventry","Coventry Central Police Station"
"1434",1434,1434,2011,"Coventry","Coventry Central Ps"
"1435",1435,1435,2011,"Coventry","Coventry Central Ps"
"1436",1436,1436,2011,"Coventry","Coventry Railwat Station "
"1437",1437,1437,2011,"Coventry","Coventry Railway Station "
"1438",1438,1438,2011,"Coventry","Coventry Train Station"
"1439",1439,1439,2011,"Coventry","Cox Str."
"1440",1440,1440,2011,"Coventry","Cross Str."
"1441",1441,1441,2011,"Coventry","Devonshire Arms"
"1442",1442,1442,2011,"Coventry","Duckham Court"
"1443",1443,1443,2011,"Coventry","Earlsdon High Str."
"1444",1444,1444,2011,"Coventry","Elms Pub  Birmingham Str."
"1445",1445,1445,2011,"Coventry","Fairfax Str."
"1446",1446,1446,2011,"Coventry","Far Gosford Str."
"1447",1447,1447,2011,"Coventry","Far Gosford Str."
"1448",1448,1448,2011,"Coventry","Farndale Ave"
"1449",1449,1449,2011,"Coventry","Farndale Ave"
"1450",1450,1450,2011,"Coventry","Foleshill Rd"
"1451",1451,1451,2011,"Coventry","Foleshill Str."
"1452",1452,1452,2011,"Coventry","Foleshill Str."
"1453",1453,1453,2011,"Coventry","Foleshill Str."
"1454",1454,1454,2011,"Coventry","Foleshill Str.  Coventry"
"1455",1455,1455,2011,"Coventry","Four Pounds Ave  Coventry"
"1456",1456,1456,2011,"Coventry","Friars Str."
"1457",1457,1457,2011,"Coventry","Front Of Coventry Central Police Station"
"1458",1458,1458,2011,"Coventry","Front Office"
"1459",1459,1459,2011,"Coventry","Front Office"
"1460",1460,1460,2011,"Coventry","Gala Bingo  Pool Meadow"
"1461",1461,1461,2011,"Coventry","Gosford Str."
"1462",1462,1462,2011,"Coventry","Gosford Str."
"1463",1463,1463,2011,"Coventry","Gosford Str."
"1464",1464,1464,2011,"Coventry","Greyfriars St Coventry"
"1465",1465,1465,2011,"Coventry","Gulson Str. Coventry"
"1466",1466,1466,2011,"Coventry","Gulson Str. Coventry"
"1467",1467,1467,2011,"Coventry","Hale St"
"1468",1468,1468,2011,"Coventry","Hales Str.  Coventry"
"1469",1469,1469,2011,"Coventry","Hartfrod Str."
"1470",1470,1470,2011,"Coventry","Hayle Str."
"1471",1471,1471,2011,"Coventry","Hayles Str."
"1472",1472,1472,2011,"Coventry","Hedgefield Way"
"1473",1473,1473,2011,"Coventry","Herald Way Coventry"
"1474",1474,1474,2011,"Coventry","High St Coventry"
"1475",1475,1475,2011,"Coventry","High Str."
"1476",1476,1476,2011,"Coventry","High Str."
"1477",1477,1477,2011,"Coventry","Hill Str."
"1478",1478,1478,2011,"Coventry","Hipswell Highway"
"1479",1479,1479,2011,"Coventry","Holmesdale Str."
"1480",1480,1480,2011,"Coventry","Hurst Str."
"1481",1481,1481,2011,"Coventry","Ibis Hotel"
"1482",1482,1482,2011,"Coventry","Ikea Car Park"
"1483",1483,1483,2011,"Coventry","Ikea Plaza"
"1484",1484,1484,2011,"Coventry","Iron Monger Row"
"1485",1485,1485,2011,"Coventry","Jardine Crescent"
"1486",1486,1486,2011,"Coventry","Jardine Crescent"
"1487",1487,1487,2011,"Coventry","Jasrdine Crescent"
"1488",1488,1488,2011,"Coventry","Jd Wetherspoon Earlsdon"
"1489",1489,1489,2011,"Coventry","Jordan Well"
"1490",1490,1490,2011,"Coventry","Jordan Well   Coventry"
"1491",1491,1491,2011,"Coventry","Jubilee Cresent"
"1492",1492,1492,2011,"Coventry","Kirby Str."
"1493",1493,1493,2011,"Coventry","Lady Lane"
"1494",1494,1494,2011,"Coventry","Lambeth Close"
"1495",1495,1495,2011,"Coventry","Leader Close"
"1496",1496,1496,2011,"Coventry","Lidice Place"
"1497",1497,1497,2011,"Coventry","Lincoln Str.  Coventry"
"1498",1498,1498,2011,"Coventry","Littl Park Str."
"1499",1499,1499,2011,"Coventry","Little Park St  Coventry "
"1500",1500,1500,2011,"Coventry","Little Park St  Coventry "
"1501",1501,1501,2011,"Coventry","Little Park St Coventry"
"1502",1502,1502,2011,"Coventry","Little Park Str."
"1503",1503,1503,2011,"Coventry","Little Park Str."
"1504",1504,1504,2011,"Coventry","Little Park Str."
"1505",1505,1505,2011,"Coventry","Little Park Str."
"1506",1506,1506,2011,"Coventry","Little Park Str."
"1507",1507,1507,2011,"Coventry","Little Park Str."
"1508",1508,1508,2011,"Coventry","Little Park Str."
"1509",1509,1509,2011,"Coventry","Little Park Str."
"1510",1510,1510,2011,"Coventry","Little Park Str."
"1511",1511,1511,2011,"Coventry","London Str."
"1512",1512,1512,2011,"Coventry","London Str."
"1513",1513,1513,2011,"Coventry","Longford Str."
"1514",1514,1514,2011,"Coventry","Lower Ford St"
"1515",1515,1515,2011,"Coventry","Lower Ford Str."
"1516",1516,1516,2011,"Coventry","Lower Holyhead D Jtn With Spon St"
"1517",1517,1517,2011,"Coventry","Lower Holyhead Rd Coventry"
"1518",1518,1518,2011,"Coventry","Lower Holyhead Str. Coventry"
"1519",1519,1519,2011,"Coventry","Lower Precinct Coventry"
"1520",1520,1520,2011,"Coventry","Mafo"
"1521",1521,1521,2011,"Coventry","Manor House Drive"
"1522",1522,1522,2011,"Coventry","Market Way"
"1523",1523,1523,2011,"Coventry","Mary Slessor St"
"1524",1524,1524,2011,"Coventry","Masser Str."
"1525",1525,1525,2011,"Coventry","Mcdonalds Restaurant A45  Coventry "
"1526",1526,1526,2011,"Coventry","Memorial Park  Coventry"
"1527",1527,1527,2011,"Coventry","Middle Ride"
"1528",1528,1528,2011,"Coventry","Mile Lane"
"1529",1529,1529,2011,"Coventry","Mile Lane"
"1530",1530,1530,2011,"Coventry","Millenium Place"
"1531",1531,1531,2011,"Coventry","Millenium Place"
"1532",1532,1532,2011,"Coventry","Mint Casino  King William Str."
"1533",1533,1533,2011,"Coventry","Miranda Close"
"1534",1534,1534,2011,"Coventry","Morris Str."
"1535",1535,1535,2011,"Coventry","Motor Museum"
"1536",1536,1536,2011,"Coventry","New Union St"
"1537",1537,1537,2011,"Coventry","Norman Place Str."
"1538",1538,1538,2011,"Coventry","Northy Str."
"1539",1539,1539,2011,"Coventry","O S Ccfo"
"1540",1540,1540,2011,"Coventry","O S Coventry Central Police Station"
"1541",1541,1541,2011,"Coventry","O S Gosford Arms"
"1542",1542,1542,2011,"Coventry","Oak Gosford Str."
"1543",1543,1543,2011,"Coventry","Outside Coventry Central Ps"
"1544",1544,1544,2011,"Coventry","Outside Foleshill Ps"
"1545",1545,1545,2011,"Coventry","Outside Front Of Coventry Central Police Station "
"1546",1546,1546,2011,"Coventry","Outside Heat Bar"
"1547",1547,1547,2011,"Coventry","Outside Kasbars"
"1548",1548,1548,2011,"Coventry","Outside Of The Jewson Stand  Richo Arena  Coventry"
"1549",1549,1549,2011,"Coventry","Owenford Str."
"1550",1550,1550,2011,"Coventry","Palm Tree Ave  Wood End"
"1551",1551,1551,2011,"Coventry","Palmer Lane   Coventry "
"1552",1552,1552,2011,"Coventry","Palmer Lane   Coventry "
"1553",1553,1553,2011,"Coventry","Palmer Lane   Coventry "
"1554",1554,1554,2011,"Coventry","Penruddick Drive  Coventry"
"1555",1555,1555,2011,"Coventry","Plymouth Close"
"1556",1556,1556,2011,"Coventry","Pool Meadow"
"1557",1557,1557,2011,"Coventry","Pool Meadow Bus Station"
"1558",1558,1558,2011,"Coventry","Pool Meadow Bus Stn"
"1559",1559,1559,2011,"Coventry","Poolmeadow"
"1560",1560,1560,2011,"Coventry","Poolmeadow Bus Station"
"1561",1561,1561,2011,"Coventry","Poolmeadow Bus Station"
"1562",1562,1562,2011,"Coventry","Poppy Court  Remembrance Str.  Willenhall  Coventry"
"1563",1563,1563,2011,"Coventry","Primrose Hill St"
"1564",1564,1564,2011,"Coventry","Primrose Hill Str."
"1565",1565,1565,2011,"Coventry","Primrose Hill Str."
"1566",1566,1566,2011,"Coventry","Primrose Hill Str.  Coventry "
"1567",1567,1567,2011,"Coventry","Princethorpe Way"
"1568",1568,1568,2011,"Coventry","Priory Fields  Coventry"
"1569",1569,1569,2011,"Coventry","Priory Gardens"
"1570",1570,1570,2011,"Coventry","Priory Str."
"1571",1571,1571,2011,"Coventry","Puma Way"
"1572",1572,1572,2011,"Coventry","Queen Mary S Str.  Foleshill  Coventry "
"1573",1573,1573,2011,"Coventry","Queen Marys Str. Coventry"
"1574",1574,1574,2011,"Coventry","Queen Victoria Str."
"1575",1575,1575,2011,"Coventry","Radford Str."
"1576",1576,1576,2011,"Coventry","Radford Str."
"1577",1577,1577,2011,"Coventry","Raglan Str."
"1578",1578,1578,2011,"Coventry","Red Lane"
"1579",1579,1579,2011,"Coventry","Remembrance Str."
"1580",1580,1580,2011,"Coventry","Richo Areana"
"1581",1581,1581,2011,"Coventry","Richo Areana"
"1582",1582,1582,2011,"Coventry","Richo Arena  Coventry"
"1583",1583,1583,2011,"Coventry","Ricoh Arena"
"1584",1584,1584,2011,"Coventry","Ricoh Arena"
"1585",1585,1585,2011,"Coventry","Ricoh Arena"
"1586",1586,1586,2011,"Coventry","Ridgethorpe  Willenhall  Coventry"
"1587",1587,1587,2011,"Coventry","Rileys Square  Bell Green"
"1588",1588,1588,2011,"Coventry","Ring Rd"
"1589",1589,1589,2011,"Coventry","Riverwalk Walk Wood End"
"1590",1590,1590,2011,"Coventry","Roland Ave.  Holbrooks  Coventry "
"1591",1591,1591,2011,"Coventry","Rotherhanm Str."
"1592",1592,1592,2011,"Coventry","Sainsburys  Trinity St  Coventry "
"1593",1593,1593,2011,"Coventry","Scots Lane"
"1594",1594,1594,2011,"Coventry","Sewall Highway"
"1595",1595,1595,2011,"Coventry","Sewall Highway"
"1596",1596,1596,2011,"Coventry","Sewall Highway Coventry"
"1597",1597,1597,2011,"Coventry","Silver Str.  Coventry "
"1598",1598,1598,2011,"Coventry","Sky Blue Way"
"1599",1599,1599,2011,"Coventry","Sky Dome"
"1600",1600,1600,2011,"Coventry","Sky Dome"
"1601",1601,1601,2011,"Coventry","Sky Dome"
"1602",1602,1602,2011,"Coventry","Sky Dome"
"1603",1603,1603,2011,"Coventry","Sky Dome"
"1604",1604,1604,2011,"Coventry","Sky Dome"
"1605",1605,1605,2011,"Coventry","Sky Dome"
"1606",1606,1606,2011,"Coventry","Sky Dome"
"1607",1607,1607,2011,"Coventry","Sky Dome Concourse"
"1608",1608,1608,2011,"Coventry","Sky Dome Concourse"
"1609",1609,1609,2011,"Coventry","Sky Dome Concourse"
"1610",1610,1610,2011,"Coventry","Sky Dome Concourse"
"1611",1611,1611,2011,"Coventry","Sky Dome Concourse"
"1612",1612,1612,2011,"Coventry","Sky Dome Concourse Covenmtry"
"1613",1613,1613,2011,"Coventry","Sky Dome Concourse Coventry"
"1614",1614,1614,2011,"Coventry","Sky Dome Concourse "
"1615",1615,1615,2011,"Coventry","Sky Dome  Coventry"
"1616",1616,1616,2011,"Coventry","Sky Dome  Coventry City Centre"
"1617",1617,1617,2011,"Coventry","Sky Dome "
"1618",1618,1618,2011,"Coventry","Sky Dome "
"1619",1619,1619,2011,"Coventry","Sky Dome "
"1620",1620,1620,2011,"Coventry","Skydome"
"1621",1621,1621,2011,"Coventry","Skydome"
"1622",1622,1622,2011,"Coventry","Skydome"
"1623",1623,1623,2011,"Coventry","Skydome"
"1624",1624,1624,2011,"Coventry","Skydome"
"1625",1625,1625,2011,"Coventry","Skydome"
"1626",1626,1626,2011,"Coventry","Skydome   Coventry "
"1627",1627,1627,2011,"Coventry","Skydome Car Park"
"1628",1628,1628,2011,"Coventry","Skydome Car Park"
"1629",1629,1629,2011,"Coventry","Skydome Complex"
"1630",1630,1630,2011,"Coventry","Skydome Complex"
"1631",1631,1631,2011,"Coventry","Skydome Complex"
"1632",1632,1632,2011,"Coventry","Skydome Complex  Coventry"
"1633",1633,1633,2011,"Coventry","Skydome Concourse"
"1634",1634,1634,2011,"Coventry","Skydome Concourse"
"1635",1635,1635,2011,"Coventry","Skydome Concourse"
"1636",1636,1636,2011,"Coventry","Skydome Concourse"
"1637",1637,1637,2011,"Coventry","Skydome Concourse"
"1638",1638,1638,2011,"Coventry","Skydome Concourse"
"1639",1639,1639,2011,"Coventry","Skydome Concourse"
"1640",1640,1640,2011,"Coventry","Skydome Concourse"
"1641",1641,1641,2011,"Coventry","Skydome Concourse"
"1642",1642,1642,2011,"Coventry","Skydome Concourse"
"1643",1643,1643,2011,"Coventry","Skydome Concourse"
"1644",1644,1644,2011,"Coventry","Skydome Concourse"
"1645",1645,1645,2011,"Coventry","Skydome Concourse"
"1646",1646,1646,2011,"Coventry","Skydome Concourse"
"1647",1647,1647,2011,"Coventry","Skydome Concourse"
"1648",1648,1648,2011,"Coventry","Skydome Concourse  Coventry"
"1649",1649,1649,2011,"Coventry","Skydome Concourse   "
"1650",1650,1650,2011,"Coventry","Skydome Coventry"
"1651",1651,1651,2011,"Coventry","Skydome Coventry"
"1652",1652,1652,2011,"Coventry","Skydome Coventry City Centre"
"1653",1653,1653,2011,"Coventry","Skydome  Coventry"
"1654",1654,1654,2011,"Coventry","Skydome  Coventry"
"1655",1655,1655,2011,"Coventry","Sorell Close"
"1656",1656,1656,2011,"Coventry","Southbank Str.  Coventry "
"1657",1657,1657,2011,"Coventry","Spom St Coventry"
"1658",1658,1658,2011,"Coventry","Spon End"
"1659",1659,1659,2011,"Coventry","Spon End  Coventry"
"1660",1660,1660,2011,"Coventry","Spon St  Coventry"
"1661",1661,1661,2011,"Coventry","Spon St  Coventry "
"1662",1662,1662,2011,"Coventry","Spon St Coventry"
"1663",1663,1663,2011,"Coventry","Spon St Coventry"
"1664",1664,1664,2011,"Coventry","Spon St Coventry"
"1665",1665,1665,2011,"Coventry","Spon St Coventry"
"1666",1666,1666,2011,"Coventry","Spon St Coventry"
"1667",1667,1667,2011,"Coventry","Spon St Coventry"
"1668",1668,1668,2011,"Coventry","Spon St Coventry"
"1669",1669,1669,2011,"Coventry","Spon Str."
"1670",1670,1670,2011,"Coventry","Spon Str."
"1671",1671,1671,2011,"Coventry","Spon Str."
"1672",1672,1672,2011,"Coventry","Spon Str."
"1673",1673,1673,2011,"Coventry","Spon Str."
"1674",1674,1674,2011,"Coventry","Spon Str."
"1675",1675,1675,2011,"Coventry","St Georges Str."
"1676",1676,1676,2011,"Coventry","St Georges Str.  Stoke"
"1677",1677,1677,2011,"Coventry","St Lukes Str. Coventry"
"1678",1678,1678,2011,"Coventry","Stonet Stanton Str. Police Station"
"1679",1679,1679,2011,"Coventry","Stoney Stanton Str. Police Station  Coventry"
"1680",1680,1680,2011,"Coventry","Swanswell Park"
"1681",1681,1681,2011,"Coventry","Tachbrook Close"
"1682",1682,1682,2011,"Coventry","Tarquin Close  Coventry"
"1683",1683,1683,2011,"Coventry","Terry Str."
"1684",1684,1684,2011,"Coventry","Terry Str.  Coventry"
"1685",1685,1685,2011,"Coventry","The Bull Yard City Centre"
"1686",1686,1686,2011,"Coventry","The Bullyard"
"1687",1687,1687,2011,"Coventry","The Burges"
"1688",1688,1688,2011,"Coventry","The Burgess"
"1689",1689,1689,2011,"Coventry","The Burgess"
"1690",1690,1690,2011,"Coventry","The Burgess"
"1691",1691,1691,2011,"Coventry","The Butts Coventry"
"1692",1692,1692,2011,"Coventry","The Butts Retreat Ph"
"1693",1693,1693,2011,"Coventry","The Croft Longford"
"1694",1694,1694,2011,"Coventry","The Forum Medical Centre  Coventry"
"1695",1695,1695,2011,"Coventry","Thimbler Str."
"1696",1696,1696,2011,"Coventry","Tile Hill Lane Coventry"
"1697",1697,1697,2011,"Coventry","Torrington Ave."
"1698",1698,1698,2011,"Coventry","Trinity Point Link"
"1699",1699,1699,2011,"Coventry","Trinity Str."
"1700",1700,1700,2011,"Coventry","Trinity Str."
"1701",1701,1701,2011,"Coventry","Trinity Str."
"1702",1702,1702,2011,"Coventry","Trinity Str. City Centre Coventry"
"1703",1703,1703,2011,"Coventry","University Hospital"
"1704",1704,1704,2011,"Coventry","University Hospital"
"1705",1705,1705,2011,"Coventry","University Hospital Coventry"
"1706",1706,1706,2011,"Coventry","Unniversity Of Warwick  Coventry"
"1707",1707,1707,2011,"Coventry","Upper Spon St"
"1708",1708,1708,2011,"Coventry","Vine Str."
"1709",1709,1709,2011,"Coventry","Vine Str."
"1710",1710,1710,2011,"Coventry","Vinecote Str."
"1711",1711,1711,2011,"Coventry","Wallace Rd"
"1712",1712,1712,2011,"Coventry","Walsgrave Hospital"
"1713",1713,1713,2011,"Coventry","Warwick Row"
"1714",1714,1714,2011,"Coventry","Warwick University"
"1715",1715,1715,2011,"Coventry","West Orchard"
"1716",1716,1716,2011,"Coventry","West Orchards Circulatory Str."
"1717",1717,1717,2011,"Coventry","White Str."
"1718",1718,1718,2011,"Coventry","Willenhall Lane Coventry"
"1719",1719,1719,2011,"Coventry","Willenhall Police Station Front Office"
"1720",1720,1720,2011,"Coventry","Willenhall Ps"
"1721",1721,1721,2011,"Coventry","Winnalthorpe"
"1722",1722,1722,2011,"Coventry","Wood Way Lane Coventry"
"1723",1723,1723,2011,"Coventry","Wroxall Drive"
"1724",1724,1724,2011,"Coventry","Wroxhall Drive"
"1725",1725,1725,2011,"Dudley","Albion Str. Brierley Hill"
"1726",1726,1726,2011,"Dudley","Amblecote High Str. Stourbridge"
"1727",1727,1727,2011,"Dudley","Arley Court"
"1728",1728,1728,2011,"Dudley","Baptist End Str. Netherton "
"1729",1729,1729,2011,"Dudley","Bell St  Stourbridge"
"1730",1730,1730,2011,"Dudley","Bell Str."
"1731",1731,1731,2011,"Dudley","Bell Str. Stourbridge"
"1732",1732,1732,2011,"Dudley","Bhps"
"1733",1733,1733,2011,"Dudley","Birmingham Str.  Stourbridge"
"1734",1734,1734,2011,"Dudley","Bramford Arms"
"1735",1735,1735,2011,"Dudley","Brettle Lane"
"1736",1736,1736,2011,"Dudley","Brickhouse Str."
"1737",1737,1737,2011,"Dudley","Brisbane Str.  Smethwick"
"1738",1738,1738,2011,"Dudley","Broadway Stourbridge"
"1739",1739,1739,2011,"Dudley","Broadway  Stourbridge"
"1740",1740,1740,2011,"Dudley","Broadway  Stourbridge"
"1741",1741,1741,2011,"Dudley","Burmese Way  Rowley Regis"
"1742",1742,1742,2011,"Dudley","Bus Station  Dudley"
"1743",1743,1743,2011,"Dudley","Carpark Of Maybrook Hosue In Halesowen"
"1744",1744,1744,2011,"Dudley","Carpark Of The Barley Mow  High Str. Wollaston"
"1745",1745,1745,2011,"Dudley","Castlegate Dudley"
"1746",1746,1746,2011,"Dudley","Cinder Bank Island Netherton"
"1747",1747,1747,2011,"Dudley","Court St"
"1748",1748,1748,2011,"Dudley","Courthouse Ph  Sedgeley"
"1749",1749,1749,2011,"Dudley","Crabmill Carpark Oldswinford"
"1750",1750,1750,2011,"Dudley","Crompton Str."
"1751",1751,1751,2011,"Dudley","Crown Centre  Stourbridge"
"1752",1752,1752,2011,"Dudley","Dudley Bus Station"
"1753",1753,1753,2011,"Dudley","Dudley Police Station"
"1754",1754,1754,2011,"Dudley","Dudley Str."
"1755",1755,1755,2011,"Dudley","Dudley Str.  Brierley Hill"
"1756",1756,1756,2011,"Dudley","Edward Rutland Ph  High Str.  Stourbridge"
"1757",1757,1757,2011,"Dudley","Enville Str."
"1758",1758,1758,2011,"Dudley","Fern Rd"
"1759",1759,1759,2011,"Dudley","Foster Str. Stourbridge"
"1760",1760,1760,2011,"Dudley","Front Office Bhps"
"1761",1761,1761,2011,"Dudley","Front Office  Stourbridge"
"1762",1762,1762,2011,"Dudley","Front Office  Stourbridge Police Station "
"1763",1763,1763,2011,"Dudley","Hagley Str."
"1764",1764,1764,2011,"Dudley","Halesowen Rd  Netherton"
"1765",1765,1765,2011,"Dudley","Halesowen Town Centre"
"1766",1766,1766,2011,"Dudley","Hampden Close Quarry Bank"
"1767",1767,1767,2011,"Dudley","Hereford Str.  Netherton"
"1768",1768,1768,2011,"Dudley","High St Stourbridge"
"1769",1769,1769,2011,"Dudley","High St Stourbridge"
"1770",1770,1770,2011,"Dudley","High St Stourbridge"
"1771",1771,1771,2011,"Dudley","High St Stourbridge"
"1772",1772,1772,2011,"Dudley","High St  Dudley"
"1773",1773,1773,2011,"Dudley","High St  Sedgely"
"1774",1774,1774,2011,"Dudley","High St  Stourbridge"
"1775",1775,1775,2011,"Dudley","High St  Stourbridge"
"1776",1776,1776,2011,"Dudley","High St  Stourbridge"
"1777",1777,1777,2011,"Dudley","High St  Stourbridge"
"1778",1778,1778,2011,"Dudley","High St  Stourbridge"
"1779",1779,1779,2011,"Dudley","High Str."
"1780",1780,1780,2011,"Dudley","High Str."
"1781",1781,1781,2011,"Dudley","High Str."
"1782",1782,1782,2011,"Dudley","High Str.   Brierley Hill"
"1783",1783,1783,2011,"Dudley","High Str. Blackheath"
"1784",1784,1784,2011,"Dudley","High Str. Quarry Bank"
"1785",1785,1785,2011,"Dudley","High Str. Stourbridge"
"1786",1786,1786,2011,"Dudley","High Str. Stourbridge"
"1787",1787,1787,2011,"Dudley","High Str. Stourbridge"
"1788",1788,1788,2011,"Dudley","High Str. Stourbridge "
"1789",1789,1789,2011,"Dudley","High Str. West Bromwich"
"1790",1790,1790,2011,"Dudley","High Str.  Amblecote"
"1791",1791,1791,2011,"Dudley","High Str.  Smethwick"
"1792",1792,1792,2011,"Dudley","High Str.  Stourbridge"
"1793",1793,1793,2011,"Dudley","High Str.  Stourbridge"
"1794",1794,1794,2011,"Dudley","High Str.  Stourbridge"
"1795",1795,1795,2011,"Dudley","High Str.  Stourbridge"
